"","X","location","country","ipc","technology_domain","year","value"
"392",392,"CHL","Chile","TOTAL","Total Patents",2011,91.9635
"393",393,"CHL","Chile","TOTAL","Total Patents",2012,76.5262
"394",394,"CHL","Chile","TOTAL","Total Patents",2013,112.0857
"395",395,"CHL","Chile","TOTAL","Total Patents",2014,106.7868
"396",396,"CHL","Chile","TOTAL","Total Patents",2015,76.4611
"397",397,"CHL","Chile","TOTAL","Total Patents",2016,114.1197
"398",398,"CHL","Chile","TOTAL","Total Patents",2017,72.8004
"399",399,"CHL","Chile","TOTAL","Total Patents",2018,39.8419
"400",400,"CHN","China (People's Republic of)","TOTAL","Total Patents",1999,8.2333
"401",401,"CHN","China (People's Republic of)","TOTAL","Total Patents",2000,54.1
"402",402,"CHN","China (People's Republic of)","TOTAL","Total Patents",2001,553.1747
"403",403,"CHN","China (People's Republic of)","TOTAL","Total Patents",2002,917.5545
"404",404,"CHN","China (People's Republic of)","TOTAL","Total Patents",2003,1318.3297
"405",405,"CHN","China (People's Republic of)","TOTAL","Total Patents",2004,2404.8481
"406",406,"CHN","China (People's Republic of)","TOTAL","Total Patents",2005,3092.1309
"407",407,"CHN","China (People's Republic of)","TOTAL","Total Patents",2006,4285.0241
"408",408,"CHN","China (People's Republic of)","TOTAL","Total Patents",2007,4809.6066
"409",409,"CHN","China (People's Republic of)","TOTAL","Total Patents",2008,6045.3712
"410",410,"CHN","China (People's Republic of)","TOTAL","Total Patents",2009,7423.3517
"411",411,"CHN","China (People's Republic of)","TOTAL","Total Patents",2010,9210.6769
"412",412,"CHN","China (People's Republic of)","TOTAL","Total Patents",2011,10641.7745
"413",413,"CHN","China (People's Republic of)","TOTAL","Total Patents",2012,12413.5295
"414",414,"CHN","China (People's Republic of)","TOTAL","Total Patents",2013,14372.793
"415",415,"CHN","China (People's Republic of)","TOTAL","Total Patents",2014,17151.5811
"416",416,"CHN","China (People's Republic of)","TOTAL","Total Patents",2015,18367.7543
"417",417,"CHN","China (People's Republic of)","TOTAL","Total Patents",2016,21060.9801
"418",418,"CHN","China (People's Republic of)","TOTAL","Total Patents",2017,20354.8314
"419",419,"CHN","China (People's Republic of)","TOTAL","Total Patents",2018,16761.3559
"420",420,"COL","Colombia","TOTAL","Total Patents",1999,1
"421",421,"COL","Colombia","TOTAL","Total Patents",2000,2.5
"422",422,"COL","Colombia","TOTAL","Total Patents",2001,18.75
"423",423,"COL","Colombia","TOTAL","Total Patents",2002,12.8333
"424",424,"COL","Colombia","TOTAL","Total Patents",2003,19.7262
"425",425,"COL","Colombia","TOTAL","Total Patents",2004,21.3611
"426",426,"COL","Colombia","TOTAL","Total Patents",2005,17.9167
"427",427,"COL","Colombia","TOTAL","Total Patents",2006,20.5898
"428",428,"COL","Colombia","TOTAL","Total Patents",2007,20.6429
"429",429,"COL","Colombia","TOTAL","Total Patents",2008,36.9679
"430",430,"COL","Colombia","TOTAL","Total Patents",2009,36.6762
"431",431,"COL","Colombia","TOTAL","Total Patents",2010,46.4242
"432",432,"COL","Colombia","TOTAL","Total Patents",2011,31.5167
"433",433,"COL","Colombia","TOTAL","Total Patents",2012,50.6107
"434",434,"COL","Colombia","TOTAL","Total Patents",2013,61.5667
"435",435,"COL","Colombia","TOTAL","Total Patents",2014,67.1825
"436",436,"COL","Colombia","TOTAL","Total Patents",2015,50.1667
"437",437,"COL","Colombia","TOTAL","Total Patents",2016,64.45
"438",438,"COL","Colombia","TOTAL","Total Patents",2017,43.1556
"439",439,"COL","Colombia","TOTAL","Total Patents",2018,43.3179
"440",440,"CRI","Costa Rica","TOTAL","Total Patents",1999,1.3333
"441",441,"CRI","Costa Rica","TOTAL","Total Patents",2000,1
"442",442,"CRI","Costa Rica","TOTAL","Total Patents",2001,0
"443",443,"CRI","Costa Rica","TOTAL","Total Patents",2002,5.2333
"444",444,"CRI","Costa Rica","TOTAL","Total Patents",2003,5.3012
"445",445,"CRI","Costa Rica","TOTAL","Total Patents",2004,7.9333
"446",446,"CRI","Costa Rica","TOTAL","Total Patents",2005,18.2917
"447",447,"CRI","Costa Rica","TOTAL","Total Patents",2006,9.5167
"448",448,"CRI","Costa Rica","TOTAL","Total Patents",2007,17.1944
"449",449,"CRI","Costa Rica","TOTAL","Total Patents",2008,12.954
"450",450,"CRI","Costa Rica","TOTAL","Total Patents",2009,12.8333
"451",451,"CRI","Costa Rica","TOTAL","Total Patents",2010,12.8333
"452",452,"CRI","Costa Rica","TOTAL","Total Patents",2011,10.375
"453",453,"CRI","Costa Rica","TOTAL","Total Patents",2012,19.4131
"454",454,"CRI","Costa Rica","TOTAL","Total Patents",2013,25.3683
"455",455,"CRI","Costa Rica","TOTAL","Total Patents",2014,18.0464
"456",456,"CRI","Costa Rica","TOTAL","Total Patents",2015,32.6206
"457",457,"CRI","Costa Rica","TOTAL","Total Patents",2016,18.9893
"458",458,"CRI","Costa Rica","TOTAL","Total Patents",2017,36.204
"459",459,"CRI","Costa Rica","TOTAL","Total Patents",2018,35.0245
"460",460,"CUB","Cuba","TOTAL","Total Patents",1999,0
"461",461,"CUB","Cuba","TOTAL","Total Patents",2000,1
"462",462,"CUB","Cuba","TOTAL","Total Patents",2001,6
"463",463,"CUB","Cuba","TOTAL","Total Patents",2002,5.7167
"464",464,"CUB","Cuba","TOTAL","Total Patents",2003,11.8889
"465",465,"CUB","Cuba","TOTAL","Total Patents",2004,19.0897
"466",466,"CUB","Cuba","TOTAL","Total Patents",2005,20.75
"467",467,"CUB","Cuba","TOTAL","Total Patents",2006,19.75
"468",468,"CUB","Cuba","TOTAL","Total Patents",2007,19.7571
"469",469,"CUB","Cuba","TOTAL","Total Patents",2008,8.3
"470",470,"CUB","Cuba","TOTAL","Total Patents",2009,16.3333
"471",471,"CUB","Cuba","TOTAL","Total Patents",2010,7
"472",472,"CUB","Cuba","TOTAL","Total Patents",2011,9.8667
"473",473,"CUB","Cuba","TOTAL","Total Patents",2012,9
"474",474,"CUB","Cuba","TOTAL","Total Patents",2013,13.2708
"475",475,"CUB","Cuba","TOTAL","Total Patents",2014,6.3052
"476",476,"CUB","Cuba","TOTAL","Total Patents",2015,8.05
"477",477,"CUB","Cuba","TOTAL","Total Patents",2016,4.6286
"478",478,"CUB","Cuba","TOTAL","Total Patents",2017,5.0576
"479",479,"CUB","Cuba","TOTAL","Total Patents",2018,4.2444
"480",480,"CYP","Cyprus","TOTAL","Total Patents",1999,0
"481",481,"CYP","Cyprus","TOTAL","Total Patents",2000,0
"482",482,"CYP","Cyprus","TOTAL","Total Patents",2001,1.2
"483",483,"CYP","Cyprus","TOTAL","Total Patents",2002,2.3667
"484",484,"CYP","Cyprus","TOTAL","Total Patents",2003,6.9333
"485",485,"CYP","Cyprus","TOTAL","Total Patents",2004,10.0333
"486",486,"CYP","Cyprus","TOTAL","Total Patents",2005,12.6167
"487",487,"CYP","Cyprus","TOTAL","Total Patents",2006,11.0417
"488",488,"CYP","Cyprus","TOTAL","Total Patents",2007,6.2833
"489",489,"CYP","Cyprus","TOTAL","Total Patents",2008,6.5269
"490",490,"CYP","Cyprus","TOTAL","Total Patents",2009,13.2262
"491",491,"CYP","Cyprus","TOTAL","Total Patents",2010,14.75
"492",492,"CYP","Cyprus","TOTAL","Total Patents",2011,6.8262
"493",493,"CYP","Cyprus","TOTAL","Total Patents",2012,12.2083
"494",494,"CYP","Cyprus","TOTAL","Total Patents",2013,10.5429
"495",495,"CYP","Cyprus","TOTAL","Total Patents",2014,8.9833
"496",496,"CYP","Cyprus","TOTAL","Total Patents",2015,14.6778
"497",497,"CYP","Cyprus","TOTAL","Total Patents",2016,12.9278
"498",498,"CYP","Cyprus","TOTAL","Total Patents",2017,19.5083
"499",499,"CYP","Cyprus","TOTAL","Total Patents",2018,14.4944
"500",500,"ECU","Ecuador","TOTAL","Total Patents",1999,0
"501",501,"ECU","Ecuador","TOTAL","Total Patents",2000,1
"502",502,"ECU","Ecuador","TOTAL","Total Patents",2001,3
"503",503,"ECU","Ecuador","TOTAL","Total Patents",2002,4
"504",504,"ECU","Ecuador","TOTAL","Total Patents",2003,7.4167
"505",505,"ECU","Ecuador","TOTAL","Total Patents",2004,6.5
"506",506,"ECU","Ecuador","TOTAL","Total Patents",2005,4
"507",507,"ECU","Ecuador","TOTAL","Total Patents",2006,4.2
"508",508,"ECU","Ecuador","TOTAL","Total Patents",2007,6.7
"509",509,"ECU","Ecuador","TOTAL","Total Patents",2008,5.2
"510",510,"ECU","Ecuador","TOTAL","Total Patents",2009,1.3333
"511",511,"ECU","Ecuador","TOTAL","Total Patents",2010,3.125
"512",512,"ECU","Ecuador","TOTAL","Total Patents",2011,6.0095
"513",513,"ECU","Ecuador","TOTAL","Total Patents",2012,9.1762
"514",514,"ECU","Ecuador","TOTAL","Total Patents",2013,3.4262
"515",515,"ECU","Ecuador","TOTAL","Total Patents",2014,1.8786
"516",516,"ECU","Ecuador","TOTAL","Total Patents",2015,6.625
"517",517,"ECU","Ecuador","TOTAL","Total Patents",2016,5
"518",518,"ECU","Ecuador","TOTAL","Total Patents",2017,7.3607
"519",519,"ECU","Ecuador","TOTAL","Total Patents",2018,2.1944
"520",520,"FIN","Finland","TOTAL","Total Patents",1999,64.2524
"521",521,"FIN","Finland","TOTAL","Total Patents",2000,127.5
"522",522,"FIN","Finland","TOTAL","Total Patents",2001,1130.5117
"523",523,"FIN","Finland","TOTAL","Total Patents",2002,1241.3584
"524",524,"FIN","Finland","TOTAL","Total Patents",2003,1747.5504
"525",525,"FIN","Finland","TOTAL","Total Patents",2004,2180.2718
"526",526,"FIN","Finland","TOTAL","Total Patents",2005,2066.7952
"527",527,"FIN","Finland","TOTAL","Total Patents",2006,1741.3276
"528",528,"FIN","Finland","TOTAL","Total Patents",2007,1532.7543
"529",529,"FIN","Finland","TOTAL","Total Patents",2008,1660.1826
"530",530,"FIN","Finland","TOTAL","Total Patents",2009,1515.642
"531",531,"FIN","Finland","TOTAL","Total Patents",2010,1612.7096
"532",532,"FIN","Finland","TOTAL","Total Patents",2011,1702.0985
"533",533,"FIN","Finland","TOTAL","Total Patents",2012,1832.7443
"534",534,"FIN","Finland","TOTAL","Total Patents",2013,1835.7333
"535",535,"FIN","Finland","TOTAL","Total Patents",2014,1836.1815
"536",536,"FIN","Finland","TOTAL","Total Patents",2015,1834.0474
"537",537,"FIN","Finland","TOTAL","Total Patents",2016,1555.2184
"538",538,"FIN","Finland","TOTAL","Total Patents",2017,1308.3339
"539",539,"FIN","Finland","TOTAL","Total Patents",2018,876.6995
"540",540,"FRA","France","TOTAL","Total Patents",1999,287.0941
"541",541,"FRA","France","TOTAL","Total Patents",2000,510.4659
"542",542,"FRA","France","TOTAL","Total Patents",2001,3874.3606
"543",543,"FRA","France","TOTAL","Total Patents",2002,4812.2157
"544",544,"FRA","France","TOTAL","Total Patents",2003,6192.4263
"545",545,"FRA","France","TOTAL","Total Patents",2004,8090.4504
"546",546,"FRA","France","TOTAL","Total Patents",2005,8954.1542
"547",547,"FRA","France","TOTAL","Total Patents",2006,7131.9095
"548",548,"FRA","France","TOTAL","Total Patents",2007,7045.0172
"549",549,"FRA","France","TOTAL","Total Patents",2008,7262.8326
"550",550,"FRA","France","TOTAL","Total Patents",2009,7478.2481
"551",551,"FRA","France","TOTAL","Total Patents",2010,7515.0386
"552",552,"FRA","France","TOTAL","Total Patents",2011,7470.8182
"553",553,"FRA","France","TOTAL","Total Patents",2012,7891.5008
"554",554,"FRA","France","TOTAL","Total Patents",2013,8165.3306
"555",555,"FRA","France","TOTAL","Total Patents",2014,8364.6936
"556",556,"FRA","France","TOTAL","Total Patents",2015,8690.156
"557",557,"FRA","France","TOTAL","Total Patents",2016,8188.4022
"558",558,"FRA","France","TOTAL","Total Patents",2017,7058.1283
"559",559,"FRA","France","TOTAL","Total Patents",2018,4169.9318
"560",560,"GRC","Greece","TOTAL","Total Patents",1999,0.3333
"561",561,"GRC","Greece","TOTAL","Total Patents",2000,5
"562",562,"GRC","Greece","TOTAL","Total Patents",2001,20.4952
"563",563,"GRC","Greece","TOTAL","Total Patents",2002,39.0345
"564",564,"GRC","Greece","TOTAL","Total Patents",2003,40.9167
"565",565,"GRC","Greece","TOTAL","Total Patents",2004,86.45
"566",566,"GRC","Greece","TOTAL","Total Patents",2005,90.2758
"567",567,"GRC","Greece","TOTAL","Total Patents",2006,88.0933
"568",568,"GRC","Greece","TOTAL","Total Patents",2007,105.981
"569",569,"GRC","Greece","TOTAL","Total Patents",2008,113.3347
"570",570,"GRC","Greece","TOTAL","Total Patents",2009,93.7226
"571",571,"GRC","Greece","TOTAL","Total Patents",2010,102.7702
"572",572,"GRC","Greece","TOTAL","Total Patents",2011,85.0765
"573",573,"GRC","Greece","TOTAL","Total Patents",2012,130.8095
"574",574,"GRC","Greece","TOTAL","Total Patents",2013,143.0476
"575",575,"GRC","Greece","TOTAL","Total Patents",2014,132.9369
"576",576,"GRC","Greece","TOTAL","Total Patents",2015,143.8849
"577",577,"GRC","Greece","TOTAL","Total Patents",2016,132.3224
"578",578,"GRC","Greece","TOTAL","Total Patents",2017,146.3647
"579",579,"GRC","Greece","TOTAL","Total Patents",2018,111.9397
"580",580,"HUN","Hungary","TOTAL","Total Patents",1999,1
"581",581,"HUN","Hungary","TOTAL","Total Patents",2000,4.4167
"582",582,"HUN","Hungary","TOTAL","Total Patents",2001,63.0262
"583",583,"HUN","Hungary","TOTAL","Total Patents",2002,78.6926
"584",584,"HUN","Hungary","TOTAL","Total Patents",2003,129.3745
"585",585,"HUN","Hungary","TOTAL","Total Patents",2004,187.7775
"586",586,"HUN","Hungary","TOTAL","Total Patents",2005,204.5161
"587",587,"HUN","Hungary","TOTAL","Total Patents",2006,143.3147
"588",588,"HUN","Hungary","TOTAL","Total Patents",2007,170.2835
"589",589,"HUN","Hungary","TOTAL","Total Patents",2008,191.1334
"590",590,"HUN","Hungary","TOTAL","Total Patents",2009,184.8579
"591",591,"HUN","Hungary","TOTAL","Total Patents",2010,222.727
"592",592,"HUN","Hungary","TOTAL","Total Patents",2011,212.7668
"593",593,"HUN","Hungary","TOTAL","Total Patents",2012,219.9628
"594",594,"HUN","Hungary","TOTAL","Total Patents",2013,195.5636
"595",595,"HUN","Hungary","TOTAL","Total Patents",2014,212.6318
"596",596,"HUN","Hungary","TOTAL","Total Patents",2015,226.391
"597",597,"HUN","Hungary","TOTAL","Total Patents",2016,213.1686
"598",598,"HUN","Hungary","TOTAL","Total Patents",2017,158.3325
"599",599,"HUN","Hungary","TOTAL","Total Patents",2018,72.9643
"600",600,"ESP","Spain","TOTAL","Total Patents",1999,16.6286
"601",601,"ESP","Spain","TOTAL","Total Patents",2000,32.4306
"602",602,"ESP","Spain","TOTAL","Total Patents",2001,385.0611
"603",603,"ESP","Spain","TOTAL","Total Patents",2002,420.3138
"604",604,"ESP","Spain","TOTAL","Total Patents",2003,640.393
"605",605,"ESP","Spain","TOTAL","Total Patents",2004,851.8328
"606",606,"ESP","Spain","TOTAL","Total Patents",2005,1137.9802
"607",607,"ESP","Spain","TOTAL","Total Patents",2006,979.864
"608",608,"ESP","Spain","TOTAL","Total Patents",2007,954.3096
"609",609,"ESP","Spain","TOTAL","Total Patents",2008,1087.5839
"610",610,"ESP","Spain","TOTAL","Total Patents",2009,1022.1774
"611",611,"ESP","Spain","TOTAL","Total Patents",2010,1245.7284
"612",612,"ESP","Spain","TOTAL","Total Patents",2011,1222.527
"613",613,"ESP","Spain","TOTAL","Total Patents",2012,1202.5058
"614",614,"ESP","Spain","TOTAL","Total Patents",2013,1294.8632
"615",615,"ESP","Spain","TOTAL","Total Patents",2014,1268.9172
"616",616,"ESP","Spain","TOTAL","Total Patents",2015,1369.4083
"617",617,"ESP","Spain","TOTAL","Total Patents",2016,1336.7453
"618",618,"ESP","Spain","TOTAL","Total Patents",2017,1062.0014
"619",619,"ESP","Spain","TOTAL","Total Patents",2018,664.0024
"620",620,"GBR","United Kingdom","TOTAL","Total Patents",1999,296.3568
"621",621,"GBR","United Kingdom","TOTAL","Total Patents",2000,533.0198
"622",622,"GBR","United Kingdom","TOTAL","Total Patents",2001,4554.7566
"623",623,"GBR","United Kingdom","TOTAL","Total Patents",2002,5709.0666
"624",624,"GBR","United Kingdom","TOTAL","Total Patents",2003,7042.8439
"625",625,"GBR","United Kingdom","TOTAL","Total Patents",2004,8998.504
"626",626,"GBR","United Kingdom","TOTAL","Total Patents",2005,9594.3704
"627",627,"GBR","United Kingdom","TOTAL","Total Patents",2006,7520.024
"628",628,"GBR","United Kingdom","TOTAL","Total Patents",2007,7703.0054
"629",629,"GBR","United Kingdom","TOTAL","Total Patents",2008,7472.7422
"630",630,"GBR","United Kingdom","TOTAL","Total Patents",2009,7113.4188
"631",631,"GBR","United Kingdom","TOTAL","Total Patents",2010,7333.4429
"632",632,"GBR","United Kingdom","TOTAL","Total Patents",2011,7519.3595
"633",633,"GBR","United Kingdom","TOTAL","Total Patents",2012,8274.9362
"634",634,"GBR","United Kingdom","TOTAL","Total Patents",2013,8406.6392
"635",635,"GBR","United Kingdom","TOTAL","Total Patents",2014,8840.7391
"636",636,"GBR","United Kingdom","TOTAL","Total Patents",2015,8906.1419
"637",637,"GBR","United Kingdom","TOTAL","Total Patents",2016,8776.0742
"638",638,"GBR","United Kingdom","TOTAL","Total Patents",2017,8123.558
"639",639,"GBR","United Kingdom","TOTAL","Total Patents",2018,5200.1505
"640",640,"HRV","Croatia","TOTAL","Total Patents",1999,0
"641",641,"HRV","Croatia","TOTAL","Total Patents",2000,4.1333
"642",642,"HRV","Croatia","TOTAL","Total Patents",2001,12.6167
"643",643,"HRV","Croatia","TOTAL","Total Patents",2002,13.95
"644",644,"HRV","Croatia","TOTAL","Total Patents",2003,24.6026
"645",645,"HRV","Croatia","TOTAL","Total Patents",2004,48.6742
"646",646,"HRV","Croatia","TOTAL","Total Patents",2005,41.236
"647",647,"HRV","Croatia","TOTAL","Total Patents",2006,35.7169
"648",648,"HRV","Croatia","TOTAL","Total Patents",2007,30.4929
"649",649,"HRV","Croatia","TOTAL","Total Patents",2008,33.3793
"650",650,"HRV","Croatia","TOTAL","Total Patents",2009,17.6429
"651",651,"HRV","Croatia","TOTAL","Total Patents",2010,27.825
"652",652,"HRV","Croatia","TOTAL","Total Patents",2011,25.9714
"653",653,"HRV","Croatia","TOTAL","Total Patents",2012,29.6012
"654",654,"HRV","Croatia","TOTAL","Total Patents",2013,26.5226
"655",655,"HRV","Croatia","TOTAL","Total Patents",2014,25.1164
"656",656,"HRV","Croatia","TOTAL","Total Patents",2015,25.5881
"657",657,"HRV","Croatia","TOTAL","Total Patents",2016,20.7536
"658",658,"HRV","Croatia","TOTAL","Total Patents",2017,25.4086
"659",659,"HRV","Croatia","TOTAL","Total Patents",2018,10.8242
"660",660,"EGY","Egypt","TOTAL","Total Patents",1999,0.7
"661",661,"EGY","Egypt","TOTAL","Total Patents",2000,2.125
"662",662,"EGY","Egypt","TOTAL","Total Patents",2001,12.6262
"663",663,"EGY","Egypt","TOTAL","Total Patents",2002,9.7333
"664",664,"EGY","Egypt","TOTAL","Total Patents",2003,13.85
"665",665,"EGY","Egypt","TOTAL","Total Patents",2004,18.8361
"666",666,"EGY","Egypt","TOTAL","Total Patents",2005,21.8333
"667",667,"EGY","Egypt","TOTAL","Total Patents",2006,20.3583
"668",668,"EGY","Egypt","TOTAL","Total Patents",2007,25.911
"669",669,"EGY","Egypt","TOTAL","Total Patents",2008,40.9583
"670",670,"EGY","Egypt","TOTAL","Total Patents",2009,34.9429
"671",671,"EGY","Egypt","TOTAL","Total Patents",2010,38.2167
"672",672,"EGY","Egypt","TOTAL","Total Patents",2011,44.354
"673",673,"EGY","Egypt","TOTAL","Total Patents",2012,44.8813
"674",674,"EGY","Egypt","TOTAL","Total Patents",2013,57.1802
"675",675,"EGY","Egypt","TOTAL","Total Patents",2014,54.0321
"676",676,"EGY","Egypt","TOTAL","Total Patents",2015,58.2444
"677",677,"EGY","Egypt","TOTAL","Total Patents",2016,60.2076
"678",678,"EGY","Egypt","TOTAL","Total Patents",2017,43.1466
"679",679,"EGY","Egypt","TOTAL","Total Patents",2018,20.3095
"680",680,"EST","Estonia","TOTAL","Total Patents",1999,0
"681",681,"EST","Estonia","TOTAL","Total Patents",2000,1
"682",682,"EST","Estonia","TOTAL","Total Patents",2001,4.7667
"683",683,"EST","Estonia","TOTAL","Total Patents",2002,3.1667
"684",684,"EST","Estonia","TOTAL","Total Patents",2003,10.6111
"685",685,"EST","Estonia","TOTAL","Total Patents",2004,13.3833
"686",686,"EST","Estonia","TOTAL","Total Patents",2005,17.4167
"687",687,"EST","Estonia","TOTAL","Total Patents",2006,18.3833
"688",688,"EST","Estonia","TOTAL","Total Patents",2007,27.7235
"689",689,"EST","Estonia","TOTAL","Total Patents",2008,33.2429
"690",690,"EST","Estonia","TOTAL","Total Patents",2009,37.8205
"691",691,"EST","Estonia","TOTAL","Total Patents",2010,44.2083
"692",692,"EST","Estonia","TOTAL","Total Patents",2011,47.4238
"693",693,"EST","Estonia","TOTAL","Total Patents",2012,42.3857
"694",694,"EST","Estonia","TOTAL","Total Patents",2013,44.3074
"695",695,"EST","Estonia","TOTAL","Total Patents",2014,51.2437
"696",696,"EST","Estonia","TOTAL","Total Patents",2015,34.1238
"697",697,"EST","Estonia","TOTAL","Total Patents",2016,44.5
"698",698,"EST","Estonia","TOTAL","Total Patents",2017,45.7548
